doc_id,ticker,form,doc_type,doc_role,filing_date,n_chars,n_words,alpha_ratio,mean_word_len,fragment_rate,n_tables,n_sections,xbrl_leak,entity_residue,toc_residue,near_empty,short_exhibit,size_outlier,low_alpha,odd_word_len,fragmented,warnings
47ddaa56331c1114,WM,8-K,EX-99.1,exhibit,2024-10-28,50215,11282,0.496,3.16,0.0134,51,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:28
7a0ba16608bcad0e,WM,8-K,8-K,primary,2024-09-24,7558,1222,0.749,5.14,0.019,9,0,False,False,False,False,False,False,False,False,False,
a9555be5ec7097d7,WM,8-K,8-K,primary,2024-09-10,8135,1345,0.736,5.0,0.0169,12,0,False,False,False,False,False,False,False,False,False,
f465acc649afe81d,WM,8-K,EX-99.1,exhibit,2024-09-10,18294,3000,0.772,5.07,0.0098,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
f8e71715dc2380e8,WM,8-K,8-K,primary,2024-09-06,6515,1068,0.736,5.05,0.0223,9,0,False,False,False,False,False,False,False,False,False,
17a7879019661fa8,WM,8-K,8-K,primary,2024-09-03,10676,1774,0.744,4.98,0.0131,12,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:3
7e672efe11fadca7,WM,10-Q,10-Q,primary,2024-07-25,166931,30975,0.656,4.24,0.0077,71,11,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:97
553712cfd08b6fb9,WM,8-K,8-K,primary,2024-07-24,4296,756,0.671,4.61,0.0291,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
e2eb8136864c67b5,WM,8-K,EX-99.1,exhibit,2024-07-24,50985,11587,0.489,3.1,0.0134,44,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:28
93e9057af1e1ffc3,WM,8-K,EX-99.2,exhibit,2024-07-24,16247,2485,0.808,5.53,0.0076,0,0,False,False,False,False,False,False,False,False,False,
4f00bd47508a7799,WM,8-K,8-K,primary,2024-06-25,7662,1313,0.694,4.78,0.0236,13,0,False,False,False,False,False,False,False,False,False,
e21f4de243de7284,WM,8-K,8-K,primary,2024-06-05,16488,2601,0.774,5.31,0.0114,12,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:8
da80f20b7a55281b,WM,8-K,EX-99.1,exhibit,2024-06-05,16445,2459,0.798,5.66,0.0173,13,0,False,False,False,False,False,False,False,False,False,
8885816c92c5697e,WM,8-K,8-K,primary,2024-05-17,8016,1523,0.584,4.14,0.0325,20,0,False,False,False,False,False,False,False,False,False,
945ad70a9dd3d629,WM,8-K,8-K,primary,2024-05-10,10398,1709,0.746,5.05,0.0214,9,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:3
18b249338d951490,WM,10-Q,10-Q,primary,2024-04-25,133186,23614,0.692,4.52,0.008,63,11,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:74
8e2c88a7d7bfc0be,WM,8-K,8-K,primary,2024-04-25,3728,636,0.687,4.78,0.0306,6,0,False,False,False,False,False,False,False,False,False,
a290abab1bf97243,WM,8-K,EX-99.1,exhibit,2024-04-25,50024,11531,0.484,3.05,0.0144,52,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:49
9a4ffc333cd8766d,WM,8-K,8-K,primary,2024-03-06,9090,1543,0.724,4.84,0.0146,10,0,False,False,False,False,False,False,False,False,False,
87c984134336504e,WM,8-K,8-K,primary,2024-03-01,4921,832,0.705,4.85,0.0239,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
6409f73f8745f4c2,WM,8-K,EX-99.1,exhibit,2024-03-01,3326,507,0.798,5.56,0.0061,1,0,False,False,False,False,False,False,False,False,False,
2b6cabd76bf8f1d4,WM,10-K,10-K,primary,2024-02-13,560173,92180,0.747,5.01,0.0076,222,20,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:373
1891adc208b56c8b,WM,8-K,8-K,primary,2024-02-13,3814,657,0.68,4.73,0.0304,7,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
66e62f11fcd38482,WM,8-K,EX-99.1,exhibit,2024-02-13,64321,14271,0.508,3.23,0.0132,69,0,False,False,False,False,False,False,False,True,False,info:page_artifacts_dropped:42
5ccad736979db488,WM,8-K,8-K,primary,2023-11-07,4591,755,0.718,5.01,0.0229,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
1f2a8b62d09408ea,WM,10-Q,10-Q,primary,2023-10-25,170840,30938,0.674,4.39,0.0093,90,10,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:94
33731439a1dbc4ef,WM,8-K,8-K,primary,2023-10-24,3754,642,0.684,4.77,0.0306,6,0,False,False,False,False,False,False,False,False,False,
b667271b9d5c69a7,WM,8-K,EX-99.1,exhibit,2023-10-24,42343,9045,0.534,3.42,0.0149,51,0,False,False,False,False,False,False,False,True,False,info:page_artifacts_dropped:38
2cfd18ca54ee54a9,WM,8-K,8-K,primary,2023-08-09,3240,556,0.677,4.75,0.0374,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
334fecc1f6168623,WM,8-K,8-K,primary,2023-08-01,7537,1268,0.704,4.89,0.0255,9,0,False,False,False,False,False,False,False,False,False,
984800b296a50b40,WM,10-Q,10-Q,primary,2023-07-26,159006,29125,0.668,4.32,0.0087,78,10,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:89
9532636ffbf4057a,WM,8-K,8-K,primary,2023-07-25,3720,634,0.687,4.79,0.0306,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
06d18b886dc2ba22,WM,8-K,EX-99.1,exhibit,2023-07-25,46473,9904,0.539,3.43,0.0138,58,0,False,False,False,False,False,False,False,True,False,info:page_artifacts_dropped:22
5aabe2dfcf0c619c,WM,8-K,8-K,primary,2023-05-10,8402,1566,0.584,4.24,0.0322,15,0,False,False,False,False,False,False,False,False,False,
2a17ab9af42628b1,WM,10-Q,10-Q,primary,2023-04-27,144500,25019,0.712,4.67,0.0083,71,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:77
1215330e6ba9c36a,WM,8-K,8-K,primary,2023-04-27,3755,646,0.682,4.74,0.0306,7,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
03f7ada3221b6ac0,WM,8-K,EX-99.1,exhibit,2023-04-27,35166,7319,0.565,3.56,0.0124,44,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:21
9c77b229dc0d3349,WM,8-K,8-K,primary,2023-04-05,4019,678,0.689,4.85,0.0276,7,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
7fcaa7896e7d3a14,WM,8-K,EX-99.1,exhibit,2023-04-05,5435,806,0.806,5.74,0.0214,2,0,False,False,False,False,False,False,False,False,False,
d1d9cb3786876a12,WM,8-K,EX-99.2,exhibit,2023-04-05,844,259,0.083,2.07,0.0,25,0,False,False,False,False,False,False,True,True,False,
5857a7a8e7eef55f,WM,8-K,8-K,primary,2023-03-10,9552,1614,0.725,4.86,0.016,8,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:4
447b46509249111c,WM,8-K,8-K,primary,2023-02-13,7594,1283,0.701,4.87,0.0295,10,0,False,False,False,False,False,False,False,False,False,
95d4cc767d5f60ae,WM,10-K,10-K,primary,2023-02-07,541883,89564,0.743,4.98,0.0083,254,17,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:366
320d64cdc8a6f290,WM,8-K,8-K,primary,2023-02-06,4693,799,0.697,4.81,0.0282,6,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
3a1bcf5a91103834,WM,8-K,EX-99.1,exhibit,2023-02-06,3555,543,0.798,5.54,0.0169,1,0,False,False,False,False,False,False,False,False,False,
e08b90b91e1270b0,WM,8-K,8-K,primary,2023-02-01,4524,774,0.69,4.77,0.027,8,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
cc809ad1596d00ff,WM,8-K,EX-99.1,exhibit,2023-02-01,57383,12518,0.517,3.31,0.0162,72,0,False,False,False,False,False,False,False,True,False,info:page_artifacts_dropped:28
eab0a8fab8a1ddcf,WM,8-K,EX-99.2,exhibit,2023-02-01,25707,4066,0.785,5.32,0.0237,0,0,False,False,False,False,False,False,False,False,False,
